,Unnamed: 0,Unnamed: 0.1,Audioguida,Circoscrizione,Comune,Descrizione,Descrizione breve,Email,Evento della vita,Fonte,Galleria immagini,Immagine,Impianto gestito da,Indirizzo,Indirizzo web,Informazioni,Leggi le informazioni dettagliate,Nominativo contatto,Riferimento,Scheda,Tags,Telefono,Tipologia di luogo,Titolo,Video,address,lat,lon,modified,published,remoteId,Province,Street,Number,CAP,Type,Tipologia di luogo en
1246,1602,13,,,Castelfondo,"L'interno è costituito da una navata unica coperta con volta a vela e presbiterio sopraelevato. La decorazione pittorica nel 1945 è opera di Teodoro Fengler de Vogg. Sulla parete destra troviamo il Martirio di San Lorenzo. Nel catino invece il Sacro Cuore in gloria con angeli. Sulle pareti dell'abside sono dipinti Sant'Antonio Abate che calpesta il diavolo e il Santo che riceve il pane dal corvo. Nella nicchia dell'altare maggiore, in marmo policromo, si erge una statua lignea di San Lorenzo del XIX secolo. Presso l'arco santo due statue moderne della Madonna Immacolata e di San Giuseppe con il Bambino. La chiesa fu custodita dall'eremita Nicolò Marchetti di Castelfondo dal 1742 al 1758, anno della sua morte.","La chiesa di S. Antonio è stata dotata, nell'ultimo restauro, di un belvedere da cui si gode uno splendido panorama su Castelfondo, la valle e le montagne circostanti. E' citata nel 1528 come di San Giorgio, nel 1537 fu invece dedicata a Sant'Antonio Abate, protettore degli animali. Ricostruita totalmente nel 1890 e consacrata nel 1909, presenta una facciata con campanile a vela, rosone e portale in pietra.",,,,,/var/castelfondo/storage/images/territorio/luoghi-e-punti-di-interesse/cosa-puoi-visitare/chiesa-di-sant-antonio-abate-dovena/24222-1-ita-IT/Chiesa-di-Sant-Antonio-Abate-Dovena.jpg,,,,,,,,,,,Chiesa,Chiesa di Sant’Antonio Abate - Dovena,,Dovena - Castelfondo,46.454883,11.129841,2015-05-19T11:07:26+02:00,2015-05-19T11:05:46+02:00,c50bff734f5efe643970898bd5637a28,TN,,,,PointOfInterest,Church
1247,1603,14,,,Castelfondo,"Nella nicchia dell'altare in marmo si trova una statua lignea dello scultore fassano Ferdinando Perathoner che rappresenta una Madonna con Bambino. Nella parete destra un'interessante tavola del XVII secolo rappresentante San Rocco. Nella chiesa si trova anche un Crocifisso ligneo policromo del XIX secolo. Poco distante dalla chiesetta, in via Ronchi, si trova un'edicola votiva del XIX secolo con un'interessante statua lignea cinquecentesca che rappresenta Cristo alla colonna. ","La chiesetta dedicata alla Madonna del Rosario, recentemente restaurata, fu costruita nel 1846. La facciata è a spioventi, il portale architravato è in pietra con rosone centrale. La navata è coperta con volte a vela decorate dal pittore ottocentesco Antonio Donà. Sono rappresentati i quattro evangelisti, Sant'Antonio Abate, Gesù e la Samaritana e Gesù e la Cananea. ",,,,,/var/castelfondo/storage/images/territorio/luoghi-e-punti-di-interesse/cosa-puoi-visitare/chiesa-della-madonna-del-rosario-raina/24239-1-ita-IT/Chiesa-della-Madonna-del-Rosario-Raina.jpg,,,,,,,,,,,Chiesa,Chiesa della Madonna del Rosario - Raina,,Raina - Castelfondo,46.45893,11.119578,2015-05-19T11:21:27+02:00,2015-05-19T11:21:27+02:00,598d49f15a8393148cf8e9239571c7de,TN,,,,PointOfInterest,Church
1248,1604,15,,,Castelfondo,,,,,,,,,località Prardont,,,,,,,,,Punto di interesse,Malga Prardont,,località Prardont - Castelfondo,46.453388000000004,11.116506,2015-05-19T18:26:42+02:00,2015-05-19T18:26:42+02:00,e6bb0be1bcad76dd1675760ee5c21e45,TN,località prardont,,,PointOfInterest,Point of interest
1249,1605,16,,,Castelfondo,"La facciata presenta un campaniletto a vela, un rosone al centro e un portale in pietra bianca. L'interno, a navata unica, ha volte a vela, arco trionfale a tutto sesto e abside sopraelevata di due gradini. La decorazione ad affresco, opera del 1945 di Teodoro Fengler de Vogg, raffigura il Martirio di san Lorenzo martire sulla parete destra, il Sacro Cuore in gloria e angeli nel catino, sant'Antonio che calpesta il diavolo e sant'Antonio che riceve il pane dal corvo nell'abside. L'altare maggiore in marmi policromi, dello scadere del XIX secolo, è sormontato da una nicchia, contenente una statua lignea ottocentesca, rappresentante sant'Antonio abate. Presso l'arco santo sono collocate due statue lignee di fattura moderna, raffiguranti la Madonna Immacolata e san Giuseppe con il Bambino (Guide del Trentino. Val di Non: storia, arte, paesaggio, a cura di E. CalloviI e L. Siracusano, Trento 2005, pp. 178-179).","Dovéna (1013 s.l.m.), frazione di Castelfondo, ai limiti del burrone del torrente Novella, la cui etimologia è da riferire al termine latino alnus, ""ontano"" (Mastrelli Anzilotti G., Toponomastica trentina. I nomi delle località abitate, Trento 2003, p. 336). La chiesa di sant'Antonio abate, già esistente nel 1537, subì una ricostruzione fra il 1890 e il 1909.",,,,,,,,,,,,,,,,Punto di interesse,Dovéna,,Dovéna - Castelfondo,46.454883,11.129841,2015-04-09T10:42:07+02:00,2015-04-09T10:42:07+02:00,b6ffc8409b6ba933be785c6494e407ad,TN,,,,PointOfInterest,Point of interest
1250,1606,17,,,Castelfondo,"L'interno, a navata unica, presenta volta a vela decorata da affreschi del XIX secolo, opera di Antonio Donà raffiguranti i Quattro evangelisti, sant'Antonio abate, Gesù e la Samaritana, Gesù e la Cananea. L'altare in marmorino, della metà dell'Ottocento, conserva una statua lignea novecentesca, opera di Ferdinand Peratoner rappresentante la Madonna con il Bambino. Sulla parete di destra è appesa una tavola seicentesca, raffigurante san Rocco pellegrino; sulla parete sinistra un crocefisso ottocentesco in legno policromo. In via Ronchi un'edicola votiva, del XIX secolo, contiene una statua lignea del Cinquecento, raffigurante Cristo alla colonna. In via della Croce sulla facciata al civico 2 un dipinto ottocentesco rappresenta la Madonna con il Bambino (Guide del Trentino. Val di Non: storia, arte, paesaggio, a cura di E. Callovi e L. Siracusano, Trento 2005, pp. 178-179).","Raìna (1002 s.l.m.), frazione di Castelfondo, alle pendici del monte Ori (1881 s.l.m.). Probabilmente il nome deriva dal medio alto tedesco rein, ovvero ""ciglio di un prato"" (Mastrelli Anzilotti G., Toponomastica trentina. I nomi delle località abitate, Trento 2003, p. 336),. La chiesetta della Madonna del Rosario, eretta verso il 1846, mostra in facciata un portalino architravato in pietra bianca e un piccolo rosone centrale.",,,,,/var/castelfondo/storage/images/territorio/luoghi-e-punti-di-interesse/cosa-puoi-visitare2/raina/21775-1-ita-IT/Raina.jpg,,,,,,,,,,,Punto di interesse,Raìna,,Raìna - Castelfondo,46.45893,11.119578,2015-04-09T10:43:44+02:00,2015-04-09T10:43:44+02:00,31cbf33029784ead6b9d8a60533c4142,TN,,,,PointOfInterest,Point of interest
1251,1607,18,,,Castelfondo,"L'interno, a navata unica, presenta la volta a nervature affrescata nel 1551 con rameggi, fiori, uccelli, frutta e angeli. Sulla sinistra rispetto all'ingresso sono collocati un fonte battesimale in pietra bianca, della prima metà del XVI secolo e un'acquasantiera lapidea del secolo successivo. Sulla parete sinistra all'interno di due nicchie sono poste le statue di Maria Addolorata, opera dell'intagliatore Giovanni Battista Moroder e una statua novecentesca in legno policromo, rappresentante il Sacro Cuore di Gesù. Va notato il pulpito ligneo in stile neogotico; le stazioni della Via Crucis dipinte a olio, risalgono all'inizio del XVIII secolo. Sempre sulla parete sinistra, vicino all'altare laterale, si trova un affresco raffigurante la Crocifissione con il committente Bernardino Thun, dipinto nel 1551 e siglato dal monogrammista C.A.B.. Gli altari laterali lignei, quello a sinistra del XVII secolo, l'altro del 1923, sono dedicati rispettivamente a Maria e a san Giuseppe artigiano. In prossimità dell'arco santo è posto un crocifisso ligneo seicentesco. Nel presbiterio rimangono alcuni affreschi del XVI secolo raffiguranti il Padre Eterno, degli angeli e Giobbe sulle pareti; di nuovo il Padre Eterno, i simboli dei quattro evangelisti e lo stemma dell'Impero d'Austria sulla volta. L'altare maggiore in legno policromo, opera del 1753, dorata nel 1756 da Mattia Lampi, è ipoteticamente assegnabile all'attività congiunta degli intagliatori Pietro Insom e del padre Giovanni. La pala di Mattia Lampi, del 1757, rappresenta il titolare della chiesa, san Nicolò vescovo. Il tabernacolo in legno policromo, opera di Pietro Insom di Revò è datato 1759. Nel presbiterio è collocata una tela del 1616 con la rappresentazione della Madonna dello scapolare e santi e un raro esempio di tabernacolo a muro in pietra bianca, protetto da una grata in ferro. Lo realizzò maestro Onego Varenino di san Fedele d'Intelvi nel 1551. Sulla parete di fondo di questo manufatto è conservato un affresco del XVI secolo rappresentante la Crocifissione. Sulla volta dell'abside sono scolpiti gli stemmi dei Thun, degli Arsio e dei Genetti. Sulla parete destra è murata infine una lapide sepolcrale cinquecentesca in pietra rosa: Giovanni Clementi proponeva di riconoscerla come quella di Brigida d'Arsio, moglie di Bernardino Thun (Weber S., Le chiese della val di Non nella storia e nell'arte, II, Trento 1937, rist. anast. Mori ? Trento 1992, pp. 139-143; GIUS P., Cenni di storia della Parrocchia, in Castelfondo e la sua storia, rist. 1990, p. 91; STROCCHI C., scheda Pietro Insom, in Scultura in Trentino. Il Seicento e il Settecento, a cura di A. Bacchi e L. Giacomelli, II, Trento 2003, p. 176; Guide del Trentino. Val di Non: storia, arte, paesaggio, a cura di E. Callovi e L. Siracusano, Trento 2005, pp. 176-178).","Il maestro comacino Pietro Carloni, attivo anche nella chiesa di san Floriano martire a Bréz, ricostruì l'edificio sacro in stile gotico fra il 1508 e il 1530. La facciata mostra un portale a tutto sesto, con una leggera strombatura, un rosone centrale e una trifora ad archi acuti.",,,,,/var/castelfondo/storage/images/territorio/luoghi-e-punti-di-interesse/cosa-puoi-visitare/chiesa-parrocchiale-di-san-nicolo-vescovo/21788-1-ita-IT/Chiesa-parrocchiale-di-san-Nicolo-vescovo.jpg,,,,,,,,,,,Chiesa,Chiesa parrocchiale di san Nicolò vescovo,,Castelfondo,46.453388000000004,11.116506,2015-04-09T11:14:26+02:00,2015-04-09T11:14:26+02:00,6ef24890882dca9a8be97db726b6046b,TN,,,,PointOfInterest,Church
1252,1608,19,,,Castelfondo,"In Paese si trovano due esercizi alimentari, tre bar-ristoranti, una macelleria ed un caseificio sociale.L'area è servita da un comodo parcheggio gratuito per le eventuali auto a seguito.Servizi AREA Carico acqua potabile Scarico reflui (acque nere ) Scarico reflui (acque grigie) Possibilità di allacciamento alla rete elettrica Servizio di raccolta dei rifiuti Illuminazione notturnaCome raggiungerci: dall’autostrada del Brennero ""A22"" MODENA  -  BRENNERO - uscita S. Michele all'Adige si seguono poi le indicazioni 1) per Mezzolombardo  -  Dermulo  -  Sanzeno  -  Fondo -  Castelfondo, oppure 2)  per Mezzolombardo - Cles - Revò -  Castelfondo. Da Bolzano attraverso il Passo Mendola si raggiunge Fondo, dal quale, dopo 5 km si arriva a Castelfondo.  Da Merano attraverso il Passo Palade si raggiunge Fondo, dal quale, dopo 5 km si arriva a Castelfondo. Coordinate GPS 46° 27'11.1'' N (46.453083) 11° 07° 48.2 E (11.130056).Per ulteriori informazione rivolgersi al numero sotto indicato.","La nuovissima area sosta camper attrezzata è situata a Castelfondo nei pressi della frazione di Dovena, in una zona adibita a parco, immersa completamente nel verde e poco distante dal centro del paese. L'area dispone di sedici piazzole di sosta; da essa si può ammirare tutta la valle di Non e le catene montuose che fanno da corona alla valle, nonché, sullo sfondo, le Dolomiti del gruppo Brenta.Con deliberazione della Giunta Comunale n.ro 73 / 2017 è stata determinata la tariffa per la sosta presso la struttura in € 15,00 (€ quindici/00) per ogni periodo di 24 ore, non frazionabile. Attualmente la tariffa è pagabile in sola moneta all'apposito parchimetro.Regolamento",,,,,,,frazione Dovena - Castelfondo,,,,,,,,0463 – 889166,Punto di interesse,Area sosta camper,,frazione Dovena - Castelfondo,46.454883,11.129841,2017-08-17T09:49:04+02:00,2017-07-21T10:55:49+02:00,c9a4cfc6ec2f264e2a434fb459740155,TN,frazione dovena,,,PointOfInterest,Point of interest
1253,1609,20,,,Castelfondo,"La malga, che è stata recentemente ristrutturata, si compone di due strutture separate: la prima funge da stalla e caseificio, la seconda da ristorante e affittacamere. Impossibile non approfittare della cucina tipica di questa malga, le specialità sono molte e davvero deliziose, tutte sapientemente fatte
in casa: salumi, polenta, strangolapreti, formaggi e dolci.
Su tempestiva richiesta c’è anche la possibilità di assaggiare a cena “tortel de patate” e minestrone d’orzo. Il formaggio “Casolet” e il burro prodotti in caseificio si possono acquistare anche come vendita diretta ed hanno il colore giallo tipico del latte delle vacche che hanno mangiato al pascolo.Molti poi sono gli itinerari alternativi che collegano questa malga e che conducono in numerose località del Trentino e dell’Alto Adige. In particolare si ricordano il lungo sentiero 133 (che parte dal Monte Luco e arriva nella Val di Rabbi), il sentiero 24 e 16 che portano ai Monti Cornicoletto e Corniolo e il sentiero n° 8 che scende in Val D’Ultimo.
Come arrivare:Situata sul sentiero 133, la malga si raggiunge attraverso un breve cammino di venti minuti partendo dalla strada che da Revò sale verso Provés e prosegue poi per la Val d’Ultimo e Lana. Poco dopo il bivio per Provés, prima di entrare in galleria si trova a destra un ampio parcheggio (m 1665 s.l.m. ca) in cui è consigliato posteggiare per poi proseguire a piedi sul sentiero che si snoda proprio sulla destra della galleria.
In auto: fino al parcheggio Hofmahd prima della galleria lungo la strada che collega Proves alla Val d’UltimoA piedi: 20 minuti dal parcheggioAltitudine: 1.732Proprietà: Comune di CastelfondoGestore: Sig. Manuel NardelliAnimali presenti: vacche, manzePeriodo alpeggio: 1 giugno - 30 settembreVendita diretta in malga: SIRistorazione: pranzo, merenda e cenaPernottamento: 10 posti lettoProdotti: vendita prodotti tipiciPartenza escursioni: parcheggio a 10 km da Revò ( dislivello 200 mt, durata 0.30 h, difficoltà sentiero turistico)Fondo stradale: sentieroRecapito:


Tel: +39 388 8799397 Manuel

Tel: +39 349 3152108 Lilliana


","Meta rilassante per gli adulti, piccolo mondo da scoprire per i più piccoli. Verdeggianti pascoli a quota 1814 m circondano questa malga che ospita una insolita e variegata presenza di animali che vanno dagli onnipresenti bovini, ai tacchini, galline, maiali e asinelli.",,,,,,,,,,,,,,,,Punto di interesse,Malga Castrin,,Castelfondo,46.453388000000004,11.116506,2019-07-24T12:20:33+02:00,2014-06-12T13:58:43+02:00,83f4f58624cf0b035b01df9c10c58291,TN,,,,PointOfInterest,Point of interest
1255,1612,2,,,Castel Condino,"Il pontefice Leone X il 14 settembre 1519, su richiesta della comunità di Castello ""attribuisce e concede alla Comunità di Castello la licenza e la facoltà di deputare, amovere, surrogare nella Chiesa di S.Giorgio uno o più coppellani"". Ne nacque un confolitto fra l'arciprete di Condino e Castello, tuttavia i castellani riuscirono ad avere un proprio cappellano il 29 giugno 1524.
L'antica chiesa non poteva più contenere l'aumentata popolazione e si pensò di costruirne una nuova. Il 23 ottobre 1863 fu collocata la prima pietra. Il 30 ottobre dell'anno successivo (1864) la nuova chiesa era già aperta regolarmente al culto divino. Il costo complessivo della nuova chiesa fu di 17.000 fiorini e dil progetto fu dell'Ing. Carlo Pagnoni. E' di stile rinascimentale e per ricevere la sua grande mole si dovette allargare lo spazio verso ovest e prolungare il muraglione verso est. Lo spazio così ottenuto non permetteva comunque di direzionarla, sulla falsa riga della precedente, da est verso ovest (tutte le chiese normalmente sono direzionate verso est, verso oriente, da dove proviene Cristo come sole che ci innonda della sua luce).
L'altare maggiore fu progettato dall'Ing. Leopoldo de Claricini, famoso ingengere. L'altare di destra, dedicato all'Immacolata, fu regalato da Antonio Spada, mentre quello di S. Eugenia, rimasto tuttavia incompiuto, fu regalato da Antonio Pozzi. 
Il campanile rimase quello vecchio, alla sua base vi sono i massi che costituivano i muraglioni dell'antico castello, anche se era nell'intenzione della gente di edificarne uno confacente e proporzionato alla nuova chiesa e nello spazio ad esso riservato. Le cinque campane venenro collocat sul campanile in periodi diversi. La maggiore fu gettata o fondata nel 1765 e l'ultima nel 1842. tutte portano delle iscrizioni. Sulla V e sulla II vi erano gli stemmi del paese di Castello.
Il costante amore verso questa chiesa è testimoniato dalla numerose offerte e dai lasciti che attraverso i secoli l'hanno resa ""ricca"". Basti ricordare l'organo offerto da Antonio Spada, successivamente restaurato con le offerte della comunità, i confessionali, il pulpito, l'arredo del veccio coro e della sagrestia. Tutto il legname fu portato in chiesa dai fedeli e lavorato con freti ed intagli del falegname Andrea Tarolli. sul retro dell'altare maggiore è scolpilo un elenco di persone benemerite. Ma ogni persona, a seconda delle sue capacità o fortuna, ha collaborato a rendere decorosa questa chiesa, di cui nell'agosto 2001 si è completata la ristrutturazione.
E' questa la chiesa che ha visto il paese in fiamme (incendio del 31 gennaio 1884) e che si è sentita spogliata durante il primo conflitto mondiale (le campane furono fatte a pezzi e fuse per obici e cannoni). E' questa la chiesa che salutò coloro che seguirono Napoleone nella campanga di Russia del 1811 e le truppe garibaldine nel 1859 e nel 1866. E' questa la chiesa che salutò i propri figli pariti per il primo e il secondo conflitto mondiale. Essa vide l'angosciato saluto di centinaia e centinaia di emigranti.E' la nostra chiesa e la portiamo nel nostro cuore. Fin tanto che Castello vivrà, questa sarà il nostro tempio il simbolo della nostra fede.","Castel Condino aveva una chiesa prima del 1260, in quanto in una bolla del 8 febbraio 1528 di papa Clemente VII dei Medici si fa riferimento a privilegi concessi da papa Urbano IV, che fu papa dal 1261 al 1265. La chiesa, forse piccola ed insufficiente, venne ricostruita ed ingrandita, con consacrazione avvenuta il 24 novembre 1445 da parte di Albertino da Tridino Vescovo Esiense, Suffraganeo del Vescovo di Trento.",,,,,/var/castelcondino/storage/images/territorio/luoghi-e-punti-di-interesse/cosa-puoi-visitare2/chiesa-di-san-giorgio/13183-1-ita-IT/Chiesa-di-San-Giorgio.jpg,,,,,,,,,,,Chiesa,Chiesa di San Giorgio,,,45.914395,10.602074,2014-06-16T09:10:27+02:00,2014-06-16T09:10:27+02:00,39f284e1da4f1b9469e0ea536f709263,TN,,,,PointOfInterest,Church
1256,1613,3,,,Castel Condino,"E' probabilmente anche per quanto accaduto che gli abitanti di Castello edificheranno qualche anno dopo la Cappella dei ""40 Morti"". Fu eretta nel 1836, serpeggiava in quell'anno un'altra pestilenza, il colera. Si racconta di 40 castellani rientati da Venezia e posti in quarantena al fine di evitare un'eventuale contagio con la popolazione. Ad uno ad uno i 40 appestati morirono e vennero sepolti dove ora sorge l'attuale chiesetta. La popolazione fece pertanto pegno alla Madonna delle Grazie affinchè fossero preservati dal contagio, promettendo la costruzione di una chiesetta in suo onore. Mancava solo il segno che indicasse il luogo. E il segno non si fece attendere una rosa germogliò in pieno inverno su un terreno interamente coperto di neve. Era il luogo dove erano stati seppellitti i 40 appestati
La chiesetta fu poi reataurata e ampliata con l'aggiunta del portico nel 1889. All'interno sono consertati i dipinti che illustrano la vicenda dellla peste.Fino a pochi decenni fa il Santuario era meta di pellegrini che proveniva da tutti i paese della Valle ora la Sagra dei Morti avviene la quarta domenica d'agosto con grande solennità.","Sulla nostra popolazione si abbatte una tremenda peste nel 1630 che interessò tutta l'alta Italia, provocando una lunga carestia. Furono centinaia di migliaia le persone che ne rimasero vittima e nessun paese delle Giudicarie fu risparmiato. Concorsero alla propagazione del contagio il movimento di truppe da una regione all'altra. Cerano poi parecchie persone che per lavoro emigravano nel Veneto e nella Lombarida ed è accertato che al loro ritorno erano già cosparsi di bubboni sul loro corpo. Per tale motivo ne veniva impedito il rientro nei rispettivi paesi e nelle proprie case, ma lasciati morire in qualche grotta o caverna.",,,,,/var/castelcondino/storage/images/territorio/luoghi-e-punti-di-interesse/cosa-puoi-visitare2/la-cappella-dei-morti/13192-1-ita-IT/La-Cappella-dei-Morti.jpg,,,,,,,,,,,Chiesa,La Cappella dei Morti,,,45.914455,10.602674,2014-06-16T09:13:14+02:00,2014-06-16T09:13:14+02:00,f97ffbc881ab1e362d429450aa08a046,TN,,,,PointOfInterest,Church
1259,1619,5,,,Calliano,"1. CENNI STORICI: Le tre chiese
1.1 La Battaglia di Calliano Nell’anno 1487 il territorio Lagarino fu il campo di battaglia per le truppe del Principato Vescovile di Trento e l’esercito della Repubblica di Venezia; il Conte del Tirolo (Impero d’Austria) l’Arciduca Sigismondo ed il suo esercito si affiancarono alle truppe trentine per fermare il potere veneziano, guidato da Roberto di Sanseverino, che si stava sempre più espandendo dal mare fino alle Alpi e intento a conquistare anche le terre del Tirolo. I due eserciti si scontarono nella nostra piana, facendo rimanere nella storia l’evento come la Battaglia di Calliano: il valoroso condottiero Roberto di Sanseverino morì e ciò ne conseguì la resa e sconfitta dei Veneziani verso i Tirolesi.
Era il 10 agosto 1487, festa di S.Lorenzo. Sigismondo del Tirolo fece voto a questo Santo di erigere una Cappella in suo onore come ringraziamento e per raccogliere degnamente in un cimitero lì accanto, le salme dei caduti.
1.2 La prima chiesetta – 1492 ca.
 Nel 1492, presumibilmente, venne eretta la cappella votiva di S.Lorenzo, della quale non esiste alcun progetto o documento, se non uno schizzo fortunatamente ritrovato nel Museum Ferdinandeum di Innsbruck e pubblicato dal Dr. Oswald Trapp nel 1965. Dal disegno si leggono alcune frasi di spiegazione, la piccola chiesetta vista lateralmente con, sulla faccia principale, un dipinto a muro del martirio di S.Lorenzo ed in posizione opposta una piccola torretta con due campane.
1.3 La seconda chiesa – fine 1500-inizio 1600  Nella visita pastorale del 1580, si presenta già a Calliano la costruzione della seconda chiesa, o meglio dell’ampliamento e radicale modifica della piccola cappella originale. Con molta probabilità e quasi certezza, fu la Famiglia dei Conti Martini a realizzare l’opera di ampliamento della chiesetta ed in seguito saranno sempre loro a rispondere alle necessità ed agli acquisti per la nuova chiesa.Nel 1580 la Chiesa cambia la direzione, volgendosi ad Ovest-Est e portando l’entrata principale dove si trova attualmente. Sono realizzati già tre altari:


dedicato a S.Lorenzo, posto in cima alla chiesa, che terminava più o meno dove erano le mura laterali della prima;

dedicato a S.Agata, patrona e titolare della Parrocchia di Besenello, a cui Calliano apparteneva;

dedicato a S.Caterina.


1.4 La terza chiesa e attuale – 1724Da un documento di compravendita di un terreno, antistante la chiesa, del 1723, si parte con l’ampliamento del luogo di culto, ormai piccolo ed inadatto alle esigenze. Si costruisce la maestosa cupola attuale, dirigendosi quindi sempre più a est ed innalzando anche il tetto con la volta.Più ampia e sufficiente, la chiesa prende un aspetto diverso, anche grazie al maggior respiro dato dalla cupola e dalle ali dove vengono collocati i due altari, dell’Addolorata e di S. Barbara prima, S.Caterina poi.
L’Altare Maggiore dapprima in legno, viene poi realizzato in stucco duro e poi rivestito di marmo. Le statue, realizzate dallo scultore Antonio Spagnolli di Reviano d’Isera, rappresentano:
 partendo da sinistra S.Pietro, con le chiavi del paradiso, S.Giuseppe e Sant’Antonio e all’estrema destra S.Paolo con la spada. Dietro l’altar maggiore, prende posto la Pala di S.Lorenzo e la Battaglia, anno e autore ignoti.Nell’anno 1994, grazie ad alcuni lavori di restauro e sistemazione dei muri, viene riportato alla luce, e tuttora visibile, l’antico portale del 1492 che portava dalla chiesa alla sagrestia, allora posizionata alla base del campanile, che fu murato a seguito dei lavori di ampliamento del 1724.",In Via Valentini è possibile visitare la chiesa di San Lorenzo.e-mail calliano@parrocchietn.itwww.parrocchiecallianobesenello.it,,,,,/var/calliano/storage/images/territorio/da-visitare-a-calliano/chiesa-di-san-lorenzo/21304-1-ita-IT/Chiesa-di-San-Lorenzo.jpg,,,,,,,,,,,Chiesa,Chiesa di San Lorenzo,,"Via Valentini, 15 - 38060 Calliano ",45.93473,11.09421,2014-09-29T16:54:46+02:00,2014-06-04T14:13:42+02:00,2e0e460febb16b2facf785f447ead365,TN,via valentini,15,38060,PointOfInterest,Church
1260,1620,6,,,Calliano,,"La scultura è un chiaro ed inequivocabile omaggio ad Arminio De Valentini, benefattore della collettività tutta di Calliano e del suo comune . Si tratta di un mezzobusto superiore raffigurante volto e spalle di De Valentini, con particolari quasi reli di baffi ed espressione vivida . La scultura è posata su piedistallo di marmo di circa 150x50cm. Scultura in bronzo su marmo.AUTORE : SCONOSCUTOANNO : NON NOTOTITOLO OPERA : ARMINIO VALENTINITECNICA E MATERIALI : SCULTURA IN BRONZO SU MARMO",,,,,/var/calliano/storage/images/territorio/il-paese-di-calliano/opere-d-arte-del-comune/arminio-de-valentini/85363-1-ita-IT/Arminio-de-Valentini.jpg,,,,,,,,,,,Punto di interesse,Arminio de Valentini,,"Municipio di Calliano, Via Arminio Valentini, Calliano, Comunità della Vallagarina, TN, Trentino-Alto Adige, 38060, Italia",45.93585,11.094742,2018-12-28T11:36:46+01:00,2018-12-18T16:33:12+01:00,d0f818779de3643dd6226053f63aa3f6,TN,via arminio valentini,,38060,PointOfInterest,Point of interest
1261,1621,0,,,Caldonazzo,"Il rapporto tra pubblica amministrazione e cittadino è tradizionalmente un rapporto difficile e spesso sbilanciato, caratterizzato cioè dalla presenza di due soggetti in posizione non paritaria.Nell'ambito di questo rapporto il cittadino viene frequentemente a trovarsi in posizione di inferiorità o di innegabile svantaggio.La tutela di questa posizione non può essere sempre assicurata dalla magistratura, sia in considerazione dei tempi, spesso lunghi, della giustizia tradizionale, sia in relazione ai costi elevati, sia infine perché davanti al giudice non trovano soluzione istanze di giustizia che non attengono strettamente alla legittimità dei provvedimenti dell'amministrazione pubblica.Scopo dell'attività del difensore civico è pertanto quello di assicurare la tutela del cittadino nei confronti dell'amministrazione in una sede pregiurisdizionale, ossia in un momento logicamente e temporalmente antecedente, e comunque indipendente, dall'eventuale instaurazione di una lite davanti all'autorità giudiziaria.Le prerogative dell'attività svolta dal difensore civico sono costituite dall'assenza di formalità per l'accesso all'ufficio, dall'assoluta gratuità del servizio ed assenza di qualsivoglia onere a carico del cittadino e, nei casi in cui le singole situazioni lo consentano, dalla garanzia totale di anonimato.Accanto a questi indubbi vantaggi, stanno però i poteri piuttosto limitati del difensore civico, la cui attività tende a promuovere un confronto preventivo con l'amministrazione sulle questioni sottoposte dai cittadini, avvalendosi essenzialmente degli strumenti della mediazione e della persuasione.",Il Dott. Avv. Donata Borgonovo Re svolge il ruolo di Difensore Civico in convenzione con la Provincia Autonoma di Trento  ,difensore.civico@consiglio.provincia.tn.it,,,,/var/caldonazzo/storage/images/territorio/informazioni-utili/servizi-sul-territorio/difensore-civico/13409-1-ita-IT/Difensore-civico.jpg,,"Galleria Garbari, 9 38100 Trento (TN)",,,,,,,,0461 213203 - Numero verde 800 85 10 26 - (fax 0461 23989),Punto di interesse,Difensore civico,,"Galleria Garbari, 9 38100 Trento (TN)",46.080126,11.115815,2014-12-12T16:36:37+01:00,2014-12-12T16:36:37+01:00,cffb80506a488a1b1ba65aaa5fe14baf,TN,galleria garbari,9,38100,PointOfInterest,Point of interest
1262,1622,1,,,Caldonazzo,,,,,,,,,"Via Asilo, 3 Caldonazzo",,,,,,,,0461 723478,Scuola elementare,Scuola Elementare,,"Via Asilo, 3 Caldonazzo",45.992984,11.263438,2014-12-16T15:41:58+01:00,2014-12-16T15:41:58+01:00,5ccb05de22bad274bc6aaee75465773d,TN,via asilo,3,,PointOfInterest,Elementary school
1263,1623,2,,,Caldonazzo,,Scuola dell'infanzia equiparata,,,,,,,Via Asilo - Caldonazzo,,,,,,,,0461 718186,Scuola infanzia,Asilo Infantile,,Via Asilo - Caldonazzo,45.993118,11.264259,2014-12-16T15:43:01+01:00,2014-12-16T15:43:01+01:00,6609d8924bde361730605dc23a4a9aeb,TN,via asilo,,,PointOfInterest,Kindergarten
1264,1624,3,,,Caldonazzo,,Servizio in convenzione con il comune di Levico Terme,,,,,,,"Levico Terme, viale Stazione",,,,,,,,0461 701300,Nido infanzia,Asilo Nido,,"Levico Terme, viale Stazione",46.007233,11.305146,2014-12-16T15:44:23+01:00,2014-12-16T15:44:23+01:00,68095b3560d52e315f94a8fb49cfdc79,TN,viale stazione,,,PointOfInterest,Nursery nest
